249,dans les requetes les champs de type Reserved apparaissent au meme titre que les autres
250,Questions sur la securite ADMIN
251,Annuaire LDAP
252,Ajout dans Role CORE_MDP
253,L'import necessite 2 passages
254,Arborescence entiere bloquee des qu'un seul noeud est vide.
415,Exlure proposition - En modif de proposition
416,Proposition au maxi : integration dans tableau
417,moteur : tenir compte des maxis
418,Injection des propositions
419,Tableau phase Verif --> passer phase suivante
420,Tableau d'avancement - Suivi des avis
421,Tableau d'avancement - Suivi des avis - Liste des promouvable Filiere
422,Parametrage du suivi des avis
423,lien verrouille
424,Cartouche de l'agent - Dans la proposition
425,Tableau d'avancement - Suivi des avis - Null pointer exception
426,Dates de proposition d'avancement eronnees
427,Date d'anciennete dans l'echelon eronnee
428,Pas de propositions d'avancement calculees
429,Dates d'avancement calcules incoherentes
430,Tableau d'avancement - Liste des futures
431,Tableau d'avancement - Proposition future
1691,"Creer fiches de stages : dans la liste des agents stagiaires, ne pas mettre de lien sur l'agent"
433,Mauvaise prise en compte des statuts
434,Tableau d'avancement - Officialisation - Liste des promouvables Filiere
435,Promotion - En phase officialisation - Validation
436,Tableau d'avancement - Officialisation - Enregistrement du tableau
437,Liste des en cours - Phase finalisation
438,generation des propositions : regroupement
439,Tableau d'avancement - Phase verif - Cosmetique
440,Tableau d'avancement - Phase verif - Cosmetique - Exclues
441,Tableau d'avancement - Phase verif - Cosmetique - Bloquees
442,Tableau d'avancement - Phase verif - Cosmetique - Retardees
443,Tableau d'avancement - Phase verif - Cosmetique - Futures
444,Tableau d'avancement - Phase verif - Cosmetique - Exclues Manuellement
445,Tableau d'avancement - Phases apres Verif
446,Parametrage Statut
447,Parametrage Cadre d'emploi
448,Parametrage - Position administrative
449,le critere date de validite n'est pas modificable sur la liste des batchs
874,l'application se bloque si le repertoire SM_STOCKAGE defini n'existe pas
451,Erreur dans le calcul de la date de base
452,Tableau d'avancement - Officialisation - Promotion - Decision
453,Tableau AE : La longueur des listes fonctionnelles est trop petites
454,Le moteur d'avancement ne tient pas compte des positions n'autorisant pas les avancements
462,QuickSearch  Limite a 10 resultats
463,Liste des futures - Ordre de tri
465,Mauvaise prise en compte des positions
464,Tableau - Recherche d'un agent --> introuvable (par quickSearch et Recherche)
458,Moteur d'avancement : traitement des positions
459,Impossible modifier les donnees agents
460,Erreur a l'affichage d'une proposition comportant un indice de type HB
461,Calcul a tord d'une proposition
466,Recherche agent - Agents en double - Liste non triee - pb titre de colonnes
467,Moteur - 8 propositions pour un agent
468,Liste des futures - Plusieurs fois le meme agent
469,Phase finalisation - pas de bouton cloture
470,Tableau - Enregistrement et lancement du cacul - ERREUR FATALE
471,Liste des en cours - Clic sur A Injecter --> aucune action
472,Liste des en cours - Clic sur Reste --> page vide
473,Proposition : acces au tableau
474,Moteur d'avancement echelon : dates calculees moyen et maxi incorrectes si pas de fiche position admin au debut
475,Injection des propositions : plantage
476,Suppression echeancier Impossible
477,Appreciation des avis - Code non unique et saisie alpha dans valeur : erreur sur la page
478,La cartouche agent ne fonctionne pas toujours
479,Simulation : agents qui n'avancent pas
480,Cartouche de l'agent - Dans la proposition - Ajouter lien vers appli RH C/S
481,"Disquette sur tableau d'avancement --> libelle du bouton disquette doit etre ""Enregistrer"" et non ""Valider"""
482,"Liste des promouvables - Il faut supprimer le bouton ""Supprimer"""
483,Titre des pages dans le tableau d'avancement
484,Liste des bloques (page metier) Limiter la liste aux agents ayant un statut qui avance
485,Onglet description du tableau d'avancement
486,Tableau - liste des promouvables : utilisation des filtres
487,Proposition - Boutons Exclure et Reintegrer sous forme de bouton et non de lien
488,Fenetre de saisie d'un avis
489,Prise en compte des suppleances
490,En phase de suivi des avis : manque le filtre sur collectivite sur l'ongle suivi des avis
491,"En phase d'officialisation, si clique sur Valider et Officialiser, il faut envoyer un mail aux promus."
492,Type de modele d'imprime Null pour certains motifs d'avancement
493,Groupe agent : recherche collectivite
494,Groupe d'agents : en vrac tout ce qui concerne l'ergonomie.
495,Groupe d'agent : selection des services
496,Groupe d'agent : selection d'agents
497,Groupe d'agent : fonctionnalite Hors d'usage
498,Parametrage des avis
499,Parametrage des avis : divers ergonomie
500,Parametrage des avis : fonctionnalite hs
501,Role organisationnel
502,Groupe d'agent : statuts
503,Groupe d'agent : selection d'agents
504,Composant : liste
505,Parametrage des avis : definition du perimetre de validation
506,la classe Appreciation a ete renomme en ParamAppreciationAvis ==> impacte sur la classe AvisAE
507,Parametrage des avis : enregistrer le wf
508,Parametrage des avis : onglet en double... triple
509,Parametrage des avis : liste de validateurs
510,Parametrage des avis : definition du perimetre de validation
511,Parametrage des avis : definition du perimetre de validation
512,Phase de suivi des avis :
513,Taille combo trop petite --> ajouter info bulle
514,Le sablier n'est pas toujours a la meme place.
515,Tableau - phase suivi des avis : Tableau synthetique de lancement des suivi
516,Tableau - phase suivi des avis : demarrer le processus
517,Tableau - phase suivi des avis : demarrer le processus
518,Tableau - phase suivi des avis : demarrer le processus
519,Groupe d'agent : visu du groupe selectionne
520,Liste des maxi : afficher en combo la liste des collectivites
521,Parametrage des courriels : erreur fatale
522,Tableau - phase suivi des avis : processus wf
523,Tableau - phase suivi des avis : processus wf
524,Tableau - phase suivi des avis : processus wf
525,plantage sur liste quand saisie ; dans une valeur d'un critere
526,"Onglet ""parametrage avancements"" ouvert en arriere plan"
527,"Amelioration, permettre a l'utilisateur de rafraichir tout ou une partie de l'affichage"
528,Ajout de la liste des agents en erreur en phase de verification d'un tableau d'avancement
531,Tableau - phase suivi des avis : processus wf
532,Impossible de creer un tableau d'avancement avec un mode d'avancement au mini
533,Tableau - phase suivi des avis : processus wf
534,WF demande avis : courriel recu
535,Tableau - phase suivi des avis : relance
536,Tableau - liste des non promouvables
537,Retours client priorite 0
538,Lancer la fusion depuis l'injection. Conception + DEV
539,"Lancement moteur : rafraichir la liste des CAP en cours et gerer une notion ""en cours de calcul"""
540,"Injection : Il faut un bouton ""Injecter toutes les promotions"""
541,Amelioration liste propositions
542,"Page metier : renommer ""Carriere des agents"" en ""Simulation"""
543,Propositions : amelioration gestion de la date forcee
544,Proposition : gestion du retard
545,"Simulation groupe : dans la liste des propostions simulees, ajouter la cartouche agent au lieu des colonnes Nom Prenom"
546,Cartouche agent liste : ajouter l'acces vers le dossier agent
547,Planning : reprendre le retro planning et l'afficher sous le titre de la page
548,"Creation tableau CAP, onglet description"
549,"CAP, modifications diverses sur les phases"
550,Erreur dans la date de proposition calculee pour un agent successivement non tit et stagiaire
551,Ecran d'identification revient en boucle
552,Propositions doublees
553,Pas de prise en compte du reliquat dans le calcul de la date de base
560,Impossible de recalculer les propositions non verifiees
555,Validateur n°2 (et suivants)  doit valider le groupe d'agent
556,Ajout des reliquats sur la page proposition
557,Mauvaise affichage de la date de base
558,Erreur dans le calcul du reliquat
559,Date d'avancement au mini erronee
561,Un agent ayant une periode de disponibilite revolu apparait a tord dans la liste des bloques
562,Mauvaise traitement du conge parental
563,Date d'avancement retardee mais pas de retard visualisable
564,Probleme d'affichage des echelons du type hors echelle dans la fenetre de visualisation des propositions
565,Pas de retard visualisable sur une proposition impactee par un conge parental revolu
566,Pas d'affichages des propositions retardees alors que compteur  = 0/2
567,Erreur date d'avancement agent succesivement non tit et stagiaire
568,Pouvoir distinguer dans l'ecran de visualisation des propositions futures la date d'avancement presumee
569,Saisie des avis : restriction sur les agents
570,"Le bouton ""reintegrer"" ne fonctionne pas dans l'ecran de visu des propositions futures"
571,Affichage de l'echelon de promotion incorrect
572,Gestion des agents partis
573,Saisie des avis par le responsable
574,Erreur wf lors de la connexion d'un validateur
575,Impossible de passer de la phase officialisation a la phase finalisation
576,Injection en carriere impossible
577,Fermeture de la saisie d'avis
578,Impossible de simuler un avancement pour un agent ayant une double carriere
579,Affichage errone du mois de paie en cours
580,La periode de recalcul au niveau des agents n'est pas mise a jour par l'injection
581,Affichage message errone en consultation des propositions injectees
582,Visualisation des propositions agent depuis la rh c/s
583,Informer l'utilisateur que l'action a ete ou non effectuee
584,"Officialisation : Saisie des resultats, la propositions calculee n'est pas proposee par defaut"
585,Probleme avec delegation sur noeud final
624,Les indices bruts et majores ne sont pas affiches sur la proposition
587,Demarrer le processus : plantage
589,Saisie des avis par le responsable
593,Saisie des avis par le responsable
591,Saisie des avis par le responsable
594,Saisie des avis par le responsable
595,Saisie des avis par le responsable
596,Saisie des avis par le responsable
597,"Tableau d'avancement : si modifie le filtre agents, il faut recalculer les propositions"
598,En phase de suivi des avis : impossible de creer un avis sur la base de recette.
599,Gerer les agents en erreur lors du calcul des maxis
600,groupe d'agents
601,Divers modifications dans les liste des propositions
602,"Apres action, reinitialiser la zone de saisie du QuickSearch"
603,Groupe d'agent : selection des services / chef de service
604,Gerer correctement les hors echelles
605,Tableau - phase suivi des avis : Tableau synthetique de lancement des suivi
606,Ajouter une nouvelle phase dans le tableau d'avancement : En attente de la CAP
607,Parametrage des avis : delegataire
608,Erreur sur la page quand on clique sur la regle specifique de la liste des exclues
609,Onglet des exclues : changer de position et rajouter l'info par rapport a la date min = date moyen
610,"En modification d'une proposition, si change Proposition initiale, la date retenue n'est pas modifiee en consequence"
611,"En modification d'une proposition, si change Proposition initiale, la date retenue n'est pas modifiee en consequence"
612,"Si on ajoute/modifie un retard sur une proposition au mini ou au moyen, il faut mettre a jour la date calculee"
613,"En phase de suivi des avis, manque action ""Imprimer pour la CAP"""
614,Acces appli depuis alertes mail
615,Confidentialite a la fonctionnalite
616,Pas d'affichage des propositions retardees alors que compteur  = 0/5
617,"En affichage des agents promouvables, rien ne differencie un agent ayant du retard d'un autre"
618,Anomalie presentation du retard
619,Mauvaise gestion des doubles carrieres en mode simulation
620,Mauvais raffraichissement des donnees
621,Mauvaise affichage de la date de base en mode simulation
622,Defaut d'affichage de la situation de l'agent dans les propositions
623,Gestion des propositions
625,Alerte quand un agent a 2 propositions d'avancement
626,La liste des agents a injecter prends en compte les propositions exclues
627,La phase officialisation ne met pas a jour le flag officialisation
628,Le calcul des avancements d'echelon ne tient pas compte du temps passe dans la collectivite anterieure
629,Injection en carriere impossible : fr.bl.client.core.exception.SeditGwtException
630,Calcul des retards
631,Simulation pour groupe - Plantage
632,Terminologie inadaptee dans l'ecran de modification des propositions
633,Adapter la hauteur des tableaux a la resolution de l'utilisateur
634,Impossible d'enregistrer dans les parametres de presentation du tableau pour presenter 5 appreciations
635,Parametrer les courriels : ajouter les actions Creer et Supprimer
636,Erreur en phase de suivi des avis
637,Simulation d'un agent : msg d'erreur aucune situation courante pour l'agent en cours
638,Edition d'un arrete sur une proposition : Echec de la fusion OpenOffice
639,Editions Ksl : TableauAvctEch.exe et ListeDesPromus.exe
640,La page metier n'est pas raffraichit correctement apres le calcul des propositions
641,L'affichage de la page d'une proposition est incorrecte si l'arrete est deja edite
642,L'info n'est jamais renseigne dans la colonne Arrete des listes en phase de Finalisation et cloture
643,Edition d'un arrete d'une proposition : donnees generees incorrectes
644,Edition d'un arrete : affichage de l'imprime incorrecte
645,Edition d'un arrete : impossible d'acceder au document
646,Suppression des secondes dans le masque d'edition des heures
647,"En suppression d'un avis, afficher msg de confirmation"
648,Justificatifs de retard : changer bouton croix par bouton poubelle pour la suppression + afficher msg de confirmation
649,Justificatifs de retard supprimer sans raison
650,Plantage creation CAP si echeancier sans echeance
651,Plantage suppression plusieurs tableaux
652,Creation echeancier - Ordre a 4 au lieu de 1
653,Modif proposition en phase officialisation - Motif avancement non mis a jour
654,"En phase d'officialisation, la date en gras est incorrecte dans la colonne 'Donnees calculees'."
655,En phase de verification : impossible d'ouvrir une proposition en modification
656,Modif dates calculees (par ajout de retard) --> date retenue non mise a jour
657,Proposition d'un agent hors echelle - pannel agent ne s'affiche pas
658,Recherche agent - avec criteres de selection --> plantage
659,Parametrage du recueil des avis - Pas de groupes dans la liste de recherche
660,PAs de demande de confirmation de suppression d'echeancier
873,Plug in generation des couches inoperant si sous-package de model
662,"Erreur d'affichage de donnees dans la page des propositins en phase de verif, suivi des avis, CAP"
663,"CAM : En simulation et en calcul des propositions, l'appli est bloquee"
664,"CAM : en simulation, aucun resultat, nous avons toujours le sablier qui tourne"
665,CAM : Il manque l'action Recalculer sur toutes les listes des non promouvables
666,"CAM : Dans les listes des non promouvables, clique sur le lien agent n'ouvre pas la proposition."
667,CAM : un agent qui est sur le dernier echelon du grade ne doit pas sortir en erreur
668,"CAM : Dans le moteur de calcul des propositions, ne pas prendre systematiquement la date de debut du tableau"
669,Agenda eMedecine Probleme Selection semaine
670,Carriere synthetique suite a injection
671,Creation user impossible
672,Fusion d'un arrete d'une proposition : erreur sur clique 'Editer l'arrete' apres avoir selectionne une proposition dans la liste
673,"Affichage incorrecte du message ""Il existe une autre proposition pour l'agent..."" dans la situation actuelle de l'agent"
674,"CAM : dans la liste des futures, le tri sur la colonne agent ne fonctionne pas"
675,CAM : Dans la page de proposition : changer le top Verifiee en radio bouton
676,"CAM : Dans le moteur de calcul, prendre le type de proposition d’avancement d’echelon de l’agent dans la nvelle table"
677,CAM : Le camembert sur la page d'accueil est incorrect : il n'affiche que 2 filieres alors qu'il y en a 5.
678,CAM : Dans l'export excel : avoir une format date jj/mm/aaaa
684,CAM : Ajouter une colonne 'Fin de contrat' dans la liste des promouvables
679,CAM : La liste des services affiches dans les criteres contient des services fermes.
680,CAM : FUSION : probleme sur le document de fusion genere : prenom ne sort pas et format de date incorrect.
681,CAM : FUSION : Probleme sur les donnees generees lors de la fusion : les indices forces ne sont pas generes correctement
682,CAM : Fusion par lot ne fonctionne pas
683,CAM : Erreur lors de l'injection : date incorrecte et msg d'erreur affiche a tort
685,CAM : Tenir compte des positions administratives meme si c'est avec la date forcee
686,"CAM : dans la liste des agents en erreur, pouvoir creer une proposition promouvable"
687,"CAM : Dans le moteur de calcul, si reliquat > a la condition d'avancement mini, sortir l'agent en erreur"
688,"CAM : lorsque le moteur calcul les propositions pour une CAP complementaire, il faut prendre en compte toutes les propositions"
689,"CAM : Modifier le fonctionnement de la date forcee afin de pouvoir indiquer si mini, moyen ou maxi"
690,"CAM : ajouter actions 'Recalculer', ‘Editer l’arrete’ et ‘Exclure’ sur la page de la proposition"
691,"CAM : Dans la liste des futures, pouvoir trier sur la date mini dans la colonne 'Donnees calculees'"
692,"CAM : Export excel : ajouter les justificatifs et les durees de retards, le top Verifiee/Non verifiee/A verifier"
693,"CAM : Export excel : pouvoir choisir d’exporter les Verifiees, Non verifiees, A verifier"
694,"CAM : pouvoir selectionner les mini, moyen, maxi ou forcee : dans le filtre des listes, avoir le critere proposition Initiale"
695,"CAM : Fusion par lot : pouvoir choisir le tri : par nom, par grade, …"
696,CAM : ajouter filtre sous service dans les listes de propositions
697,"Dans la base NORHCAM_BS0108 : Erreur dans la liste des ""En cours"" de la page metier"
698,CAM : Impossible d'avoir les propositions d'un tableau d'avancement dans la liste des 'A injecter'
699,Editer l'arrete : afficher msg plus explicite si on ne trouve pas le modele de document
700,Appeler la procedure stocker RH_CARSYNTH_PACK.RH_MAJ_CARSYNTH pour MAJ la base CS apres l'injection
701,CAM : moteur de calcul : ne pas tenir compte des propositions officialisees lorsque que l'on n'est pas en mode de creation
702,CAM : FUSION : erreur sur la date de la decision
707,Pouvoir choisir le format de fusion : .doc ou .odt
703,Onglet description du tableau : les listes affichees dans le filtre agents sont incorrectes
704,CAM : Echeancier : ajout de controles en creation ou modification d'un echeancier
705,Echeancier : ajout de qq controles
706,"Manque la fonctionnalite ""Imprimer les arretes par lots"""
708,La validation d'un delegue ne termine pas le workflow.
709,Avoir un nouvel sous-onglet dans la liste des non promouvables : 'Exclues/date mini'
710,Afficher le nb de propositions et changer l'ordre des sous-onglets de la liste des non promouvables
711,Injection : Afficher msg d'avertissement si existe des fiches grades > a la date d'avancement
712,Erreur a l'execution du workflow si un validateur a bcp d'agents a valider ( environ > a 115)
713,Ouvrir des onglets differents si l'objet est different mais sur une meme phase
714,"Dans les listes avec scroll, si on scroll vers le bas, on perd la colonne des titres"
715,Liste type SdtPageObjTree : possibilite de modifier les elements affiches en fonction de la requete
716,"Liste type SdtPageObjTree : si la liste est trop importante, afficher la page de critere comme sur les autres listes"
717,Recrutements - Limiter la saisie du code a 10 caracteres
718,Recrtutement - Unicite sur le code
719,Recrtutement - Liste est toujours vide
720,Recrutements - Organisme non renseigne
721,"Recrutements - Message affiche a la creation - Remplacer ""Parametrage"" par ""Recrutement"""
722,Recrutements - 1 fieldSet de trop dans l'ecran
723,"Recrutements - Titre de la liste ""n Recrutements (0 ligne)"" --> ""Liste des recrutements (0 ligne)"""
724,Meta fonction - Creation : les parametres sont decoches
725,"Meta fonction - Titre de la page ""Meta fonctions"" a la place de ""Recrutements"""
726,Meta fonction - 1 fieldSet de trop
727,"Meta fonction - Titre de la liste ""n Recrutements (0 ligne)"" --> ""Liste des recrutements (0 ligne)"""
777,QuickSearch Agent  ne fonctionne pas
728,"Fonctions - Titre de la liste ""n Fonctions (0 ligne)"" --> ""Liste des fonctions (0 ligne)"""
729,Fonctions - 1 fieldSet de trop dans l'ecran
730,Fonctions - Zones obligatoires : grouper les messages
731,Recrutements - Zones obligatoires : grouper les messages
732,Meta fonction - Zones obligatoires : grouper les messages
733,Calcul d'anciennete - Zones obligatoires : grouper les messages
734,Calcul d'anciennete - Divers cosmetique
735,Calcul d'anciennete - Modif impossible - Msg erreur a la selection de l'enregistrement
736,Calcul d'anciennete - Creation - RadioBouton non selectionne
737,Calcul d'anciennete - Creation - Organisme non renseigne
738,Parametrage Statut - Impossible de mettre a faux l'autorisation d'avancement de grade
739,Parametrage Position Administrative - Autorise avancement de grade tjs a non dans la liste
740,Parametrage - Statut - Champs en saisis et champs en affichage
741,Rang de classement des propositions - aucune page !!
742,Presentation tableau - Plusieurs messages d'erreurs dans la meme pop-up. Passer a la ligne
743,Presentation tableau -  1 fieldSet de trop dans l'ecran
744,Presentation tableau -  Creation impossible Message d'erreur
745,Presentation tableau -  Modification impossible Message d'erreur
746,Presentation tableau -  valeurs pour appreciations
747,Echeanciers - 2 fieldSet de trop dans l'ecran
748,Echeancier _ Creation impossible d'echeances
749,Echeanciers - Echeances - Valider et creer - Ordre ne s'incremente pas
750,Echeanciers - Echeances - Creation meme ordre - Msg mais efface la saisie
751,Echeanciers - Echances - Msg d'erreur - Aller a la ligne entre chaque msg
752,Echeanciers - Echeances - Creation d'alerte sans utilisateur
753,Appreciation des avis - Unicite doit tenir compte du type (AVG ou AVE)
754,Appreciation des avis - Pas de msg si champs non saisis
755,Type proposition agent - Chevauchement de periode --> ERREUR
756,Type proposition agent - Modification impossible
757,Type proposition agent - Creation 2eme periode impossible
758,Roles organisationnels - Fonction : mettre le libelle
759,Roles organisationnels - Postes - Ajouter denomination (REL et quickSearch)
760,Parametrage de l'organisme - onglet carriere --> ERREUR
761,Creation d'un tableau d'avancement - Manque 10 combo a choix multiples
762,Creation d'un tableau d'avancement - ERREUR
763,Gestion des tableaux - Liste vide
764,Gestion des tableaux - Pas de bouton : Creer ni Supprimer
765,Creation d'un tableau d'avancement - Pas d'unicite sur le code
766,Page metier - Listes tableaux avnacement et Promotion interne - les 2 types sont inverses
767,Tableau d'avancement - Verif param - Erreur a l'ouverture de la page
768,Probleme d'acces a l'envrionnement selectionne
769,Acces impossible a la grille de parametrage des appreciations des avis
770,Bogue dans la gestion de la phase d'officialisation
771,Defaut de raffraichissement des donnees presentees a l'ecran en phase d'officialisation
772,Temps de travail doit etre coches aussi 50% pour un mi-temps therapeutique
773,Panneaux d'anomalie de l'import
15108,Enregistrement tiers controle doublon
776,Pas de conditions --> ERREUR
778,Si agent a une seule carriere --> simul n'affiche rien
779,Liste des agents par criteres : Export
780,Action de creation de tableau n'appelle pas la bonne phase
781,Dossier synthetique
782,Recherche agent - Liste de carriere et non d'agents
783,Sauvegarde des modification de quotas --> Erreur sur la page
784,Count des ratios et quotas ne correspond pas au detail de la liste
785,"Entete de colonne : ""Nb de postes""  : on voit ""Nb de"""
786,Taille des colonnes des listes de ratios et quotas
787,Creation de proposition impossible --> Message d'erreur
788,Creation de proposition et selection d'agent : si pas d'agent passer par REL agent
